Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
266,Metal Gear Solid 3: Snake Eater,PC4,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23
267,Daxter,PC4,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21
269,The Legend of Zelda: Ocarina of Time,X360,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,FIFA Soccer 06,PC4,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,EyeToy Play,PC4,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272,Uncharted 4: A Thief's End,PC4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273,Gran Turismo 5 Prologue,PC4,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,Street Fighter IV,PC4,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277,Teenage Mutant Ninja Turtles,Wii,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278,Excitebike,Wii,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,Frogger,PC,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16
280,Madden NFL 2003,PC4,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281,Watch Dogs,PC4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12
283,Super Mario World 2: Yoshi's Island,PC,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,FIFA Soccer 07,PC4,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,Street Fighter II Turbo,PC,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,Fallout 4,X360,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09
290,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,God of War II,PC4,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,World Soccer Winning Eleven 9,PC4,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,Namco Museum Vol.3,PC,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,Tekken Tag Tournament,PC4,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,Far Cry 4,PC4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,Star Fox 64,X360,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298,Minecraft,PC4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,Golf,Wii,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300,Fallout 3,PC4,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,Professor Layton and the Diabolical Box,Wii,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4
302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,Namco Museum: 50th Anniversary,PC4,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98
304,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,Assassin's Creed: Unity,PC4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,Wii,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony Hawk's Underground,PC4,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,Assassin's Creed IV: Black Flag,PC4,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,X360,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,PC4,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0,0.64,3.88
312,Tekken 5,PC4,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior III,Wii,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87
314,Sports Champions,PC4,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,PC4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven 8 International,PC4,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash Focus: Vision Training in Minutes a Day,Wii,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,PC,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda: Link's Awakening,Wii,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser's Inside Story,Wii,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs + cats,X360,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,PC4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.03,0,0.36,3.78
326,Resident Evil Director's Cut,PC,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,PC4,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,Wii,2013,Misc,Ubisoft,1.98,1.47,0,0.32,3.76
329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
330,Super Paper Mario,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,PC4,2015,Role-Playing,Namco Bandai Games,0.96,2,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,PC,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year of the Dragon,PC,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
335,FIFA Soccer 2005,PC4,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,Wii,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,PC4,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,MySims,Wii,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,Wii,2009,Misc,Nintendo,0,0,3.67,0,3.67
340,Tony Hawk's Pro Skater 4,PC4,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,PC4,2005,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66
342,Banjo-Kazooie,X360,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,PC4,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.33,0.97,0,0.35,3.65
345,Gran Turismo 6,PC4,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,PC4,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,X360,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,PC4,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,PC4,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63
350,Call of Duty: Ghosts,PC4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,PC4,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,PC4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,PC4,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61
355,The Simpsons: Road Rage,PC4,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,Wii,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,PC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,PC4,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,PC,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,PC,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,PC4,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,The Getaway,PC4,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,PC,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,PC4,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,PC4,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,PC,2000,Action,THQ,1.96,1.33,0,0.23,3.52
369,Spyro 2: Ripto's Rage!,PC,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,PC,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,Wii,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,Wii,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,PC4,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),X360,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,Wii,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,X360,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46
383,Far Cry 3,PC4,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,X360,2013,Role-Playing,Capcom,0,0,3.44,0,3.44
385,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,PC4,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,PC4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,PC4,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,PC,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
390,Final Fantasy III,PC,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
391,Spider-Man 2,PC4,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,Wii,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,PC4,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,PC,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,PC4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,Wii,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,PC,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,X360,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,Wii,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,PC,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,Wii,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,PC4,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,PC4,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,Wii,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,PC4,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,PC4,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,PC4,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,PC4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,X360,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28
412,True Crime: Streets of LA,PC4,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),PC4,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,X360,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,PC,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,X360,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
418,L.A. Noire,PC4,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,PC4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,X360,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22
421,007: Tomorrow Never Dies,PC,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
422,Baseball,Wii,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,PC,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,PC,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,PC4,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,PC4,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,PC,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19
428,Dance Central,X360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,PC4,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,Wii,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,PC4,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
433,Rhythm Heaven,Wii,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,PC4,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,Wii,2008,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3,3.16
436,Animal Crossing,PC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15
438,Sonic Rush,Wii,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,PC4,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,X360,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,PC4,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14
442,Spider-Man,PC,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,PC,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
444,Star Wars Episode I Racer,X360,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,Wii,2006,Misc,Nintendo,0.91,1,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,PC4,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,Wii,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12
448,Heavy Rain,PC4,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
451,Dragon Ball Z: Budokai,PC4,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,PC4,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,Wii,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,X360,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,Wii,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.05
460,Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
463,Rayman,PC,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
464,Killzone 2,PC4,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,X360,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
466,Mike Tyson's Punch-Out!!,Wii,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,PC4,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,X360,2015,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3
469,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
470,Dragon Ball Z: Budokai Tenkaichi 3,PC4,2007,Fighting,Atari,1.15,0,0.76,1.09,3
471,wwe Smackdown vs. Raw 2006,PC4,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
472,Middle-Earth: Shadow of Mordor,PC4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,Star Fox,PC,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99
475,World Soccer Winning Eleven 6 International,PC4,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,PC4,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,X360,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
478,Battlefield: Bad Company 2,PC4,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97
481,Sonic Heroes,PC4,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,Wii,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,PC4,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,X360,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,PC4,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,PC4,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,PC4,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,PC,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,PC,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,PC4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,X360,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,PC4,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
497,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.9
498,World Soccer Winning Eleven 7 International,PC4,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,PC4,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,PC4,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Finest Hour,PC4,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88
503,Syphon Filter,PC,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,Wii,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
505,Colin McRae Rally,PC,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,X360,2013,Shooter,Activision,1.87,0.77,0,0.22,2.86
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
508,The Elder Scrolls III: Morrowind,X360,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,PC4,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
510,F-Zero,PC,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,X360,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85
513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.4,1.14,0,0.31,2.85
514,FIFA 16,PC4,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,PC4,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
516,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
518,Medal of Honor,PC4,2010,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,PC4,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,PC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,PC,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
522,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81
523,Need for Speed: Hot Pursuit,PC4,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,Wii,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,PC4,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0,0.26,2.8
527,Yoshi's Island DS,Wii,2006,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,PC,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,PC4,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,PC,1998,Platform,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79
531,WWF SmackDown! Just Bring It,PC4,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
